created_at,text,state,place_full_name,lat,long,class,Class_p,s_score
2020-10-30 20:25:44+00:00,accident cleared in oklahomacity on s council rd at i40 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 20:25:43+00:00,accident cleared in yukon on czech hall rd at sw 4th st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 20:25:43+00:00,accident cleared in oklahoma on portland avenuesb at w reno ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 20:00:44+00:00,injury accident in oklahoma on i44 welcome back at sw 29th stexit 118 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4404
2020-10-30 20:00:43+00:00,injury accident in oklahoma on i40 eb at meridian avenueexit 145 stop and go traffic back to macarthur boulevardexit 144 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.7964
2020-10-30 19:45:44+00:00,injury accident affecting the i40 welcome back exit ramp in amarillojunction on i44 eb at i40exit 120 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4404
2020-10-30 19:40:44+00:00,injury accident in oklahomacity on se 25th st at shields boulevard okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.7096
2020-10-30 19:33:31+00:00,weaTMre in the midst of a terribly polarized nation but i think we can all actually agree on one thingoklahoma drivers need to go back to remedial driveraTMs ed to learn how to operate at a 4way stop y, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,-0.2144
2020-10-30 19:15:43+00:00,accident in oklahomacity on s council rd at i40 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 19:15:43+00:00,accident in oklahoma on portland avenuesb at w reno ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 19:10:44+00:00,injury accident in edmond on and western avenueat nw 178th st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.7096
2020-10-30 19:10:43+00:00,accident in oklahomacity on and council rd at devore dr okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 19:05:43+00:00,accident in yukon on czech hall rd at sw 4th st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 18:11:04+00:00,thebr0keb0i sure it does i mean it will all go away after the election all the record hospitalizations and deaths will vanish oh and donaTMt mind the deathsthey are just a small part of the total population no big deal nothing to see here, OK,"Yukon, OK",-97.742292,35.5006305,0,3,-0.046
2020-10-30 17:49:36+00:00,amazing thereaTMs officers out giving speeding tickets on the highways but not directing traffic at all of these busy intersections without working traffic lights that are an absolute shit show, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,-0.4215
2020-10-30 17:37:01+00:00,funkhouserd we called someone the day it went down and had it to the curb yesterday way bigger job than we could have done ourselves, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,2,0.0
2020-10-30 17:05:46+00:00,dgontheradio update i just spoke to originale to report the downed power lines and the girl said the power was still very out in my area and they donaTMt have an estimated time of restoration y the poor sounded afraid to tell me i feel like people have been giant dicks to them for days y y, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,3,-0.1531
2020-10-30 16:51:20+00:00,and listen i get woke i totally understand it and think there are definitely things that are worth being brought to light but deadspin continues to die on hills that shouldaTMve never existed in the first place laughing out loud, OK,"Edmond, OK",-97.455741,35.695222099999995,0,3,0.0644
2020-10-30 15:53:15+00:00,chaffineric treybechtold in oklahoma we are setting records for daily deaths while statewide our hospitals are at capacity this means more deaths are inevitable, OK,"Midwest City, OK",-97.3576199,35.470364000000004,1,3,0.0
2020-10-30 15:30:44+00:00,accident cleared in oklahomacity on nw expwy welcome back at ann arbor ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,0.0772
2020-10-30 15:30:44+00:00,accident cleared on may avenuenb at nw 140th stquail springs pkwy okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 15:30:43+00:00,accident cleared in oklahomacity on villa avenuenorth of nw 31st st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 15:03:41+00:00,who decided the location for starbucks in stillwater i just wanna talk also if youaTMre one of the brilliant individuals who parks in the road to wait in line i hope you stub your pinky toe, OK,"Stillwater, OK",-97.08020475,36.129688900000005,0,3,0.7717
2020-10-30 14:42:35+00:00,detailedpig wisehimbo my mom is already dead so that is three holograms this lady is getting, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,-0.6486
2020-10-30 14:25:43+00:00,accident on may avenuenb at nw 140th stquail springs pkwy okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 14:25:43+00:00,accident in oklahomacity on villa avenuenorth of nw 31st st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 14:20:44+00:00,accident in oklahomacity on nw expwy welcome back at ann arbor ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.0258
2020-10-30 13:55:14+00:00,brettfavre realdonaldtrump the lasting effects of brain injuries, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,0.0
2020-10-30 13:49:25+00:00,nobody will love you till your dead thataTMs when they might care, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,0,0.4767
2020-10-30 13:33:15+00:00,govrexlawhorn mrslabc wchadwilliams taylorsandell1 libertydrew84 hobbiereal armedbearcaucus the taxation is bad but the health dept rules to ban smokables died municipalities were not given the ability to ban dispensaries by zoning there is a lot of thwarting that could have happened but did not, OK,"Oklahoma City, OK",-97.552161,35.4828435,2,3,-0.97
2020-10-30 13:30:43+00:00,accident cleared in oklahomacity on council rd at i40 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 13:20:44+00:00,accident cleared in oklahoma on nw expwy welcome back at lk hefner pkwy okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,0.0772
2020-10-30 12:23:23+00:00,eddie rado i live about a little under 4 mile from the strip joints in valley brook make sure you go speed limit they like to write tickets, OK,"Oklahoma City, OK",-97.552161,35.4828435,4,3,0.5859
2020-10-30 12:05:44+00:00,accident cleared in oklahomacity on hefner rd at and shartel ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 10:33:41+00:00,kocopatrina thricesavage we havenaTMt gotten anything from oge in lower logan co day 4 witho power a lot of 100 disabled vets withhealth issues in our area and we are cold, OK,"Edmond, OK",-97.455741,35.695222099999995,3,3,-0.296
2020-10-30 10:21:57+00:00,robertkeith31 doctors couldnaTMt tell us why she had a episode she hasnt ran a fever no bleeding or fractures in her head we got sent home after all her test they did on her came back good last night she was up running around being her normal self, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,0.1779
2020-10-30 03:10:17+00:00,stevelackmeyer coxhelp steve the email i received from cox stated that their lines are connected to the power lines and they canaTMt assess the damage until the power companies are done restoring power, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,-0.25
2020-10-30 01:35:43+00:00,accident cleared in thevillage on w lk hefner rd east of and pennsylvania ave okctraffic, OK,"The Village, OK",-97.5581445,35.569072500000004,1,1,-0.4019
2020-10-30 01:20:43+00:00,accident cleared in flatirondistrict on ne 5th st at walnut ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-30 00:55:43+00:00,accident in oklahoma on nw 6th st at and walker ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-30 00:45:44+00:00,accident cleared in oklahomacity on sw 25th st at s mckinley ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.4019
2020-10-30 00:40:43+00:00,accident in thevillage on w lk hefner rd east of and pennsylvania ave okctraffic, OK,"The Village, OK",-97.5581445,35.569072500000004,1,1,-0.4767
2020-10-30 00:30:57+00:00,prayers for the linemen trying to get the electricity back up and running here in the okie dokie was driving home from work and was amazed at the of cars in line at fast food spots and hotels yTMyTM, OK,"Edmond, OK",-97.455741,35.695222099999995,0,2,0.4939
2020-10-30 00:25:43+00:00,accident cleared in oklahomacity on hefner rd at and rockwell ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-29 23:37:09+00:00,2020 is the gift that keeps on giving iaTMve been in the hospital diagnosed with shingles today plus my beautiful boys removed from the field due to injury 4dak and obj iaTMm done with you 2020, OK,"Edmond, OK",-97.455741,35.695222099999995,1,2,0.7506
2020-10-29 23:25:45+00:00,accident cleared in oklahoma on broadway ext sb at hefner rd okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-29 23:25:45+00:00,accident in oklahomacity on hefner rd at and rockwell ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-29 23:25:44+00:00,accident in oklahomacity on and 63rd st at and pennsylvania ave okctraffic, OK,"Nichols Hills, OK",-97.54349,35.547542500000006,1,1,-0.4767
2020-10-29 23:25:43+00:00,accident in flatirondistrict on ne 5th st at walnut ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.4767
2020-10-29 23:00:44+00:00,accident cleared on nw 16th st at purdue st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-29 23:00:43+00:00,accident cleared in oklahomacity on ne 50th st at and kelley ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-29 22:55:44+00:00,accident on nw 16th st at purdue st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-29 22:55:43+00:00,accident in oklahomacity on sw 25th st at s mckinley ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.4767
2020-10-29 22:51:42+00:00,waiting way too damn long on a tire change so i can get this bad boy home might as well get uhaulfamous yallsuck uhaul, OK,"Jenks, OK",-95.9766545,35.99647495000001,0,1,-0.6932
2020-10-29 22:45:43+00:00,accident in oklahoma on broadway ext sb at hefner rd slow traffic back to 122nd st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-29 22:20:43+00:00,accident outside shoulder blocked in dallasjunction on i 235 sb north of i40exit 1 slow traffic back to 10th stexit 1 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.6369
2020-10-29 22:20:43+00:00,accident in oklahoma on hefner rd welcome back at and i 35 service rd okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.0258
2020-10-29 22:18:28+00:00,close my eyes and slow my pride i do not mind y, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,0,0.34
2020-10-29 22:15:43+00:00,accident outside shoulder blocked in dallasjunction on i 235 sb north of i40exit 1 slow traffic back to harrison avenue6th stexit 1 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.6369
2020-10-29 22:15:43+00:00,accident inside shoulder blocked in oklahoma on i35 sb at se 15th stexit 125b slow traffic back to i40mm 126 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.6369
2020-10-29 22:05:43+00:00,injury accident in oklahomacity on ne 50th st at and kelley ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.7096
2020-10-29 22:05:43+00:00,accident in oklahoma on ne 23rd stus62 at i 35 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.4767
2020-10-29 21:56:53+00:00,vabvox whitehouse 234012 deaths per, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,0,0.0
2020-10-29 21:49:30+00:00,i am staying charged by topping the charge on the power banks by switch out nearly dead or fully dead banks for fully or almost fully charged oneshoping the power crews can get me back online has not affected my work much but people know in case, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,-0.7212
2020-10-29 21:45:43+00:00,accident in oklahoma on reno avenueeb at s rockwell ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-29 21:40:44+00:00,accident in oklahomacity on britton rd west of broadway ext okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.4767
2020-10-29 21:10:36+00:00,traffic in oklahoma in 2020 cause all the lights are out donaTMt even wanna leave the house cause you know you finna sit, OK,"Warr Acres, OK",-97.61671725,35.527910000000006,1,3,-0.0516
2020-10-29 21:00:44+00:00,disabled vehicle caution in amarillojunction on i40 welcome back at i44exit 147 okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,0.4588
2020-10-29 21:00:43+00:00,overturned vehicle caution in midwestcity on tinker diagonal south of hudiburg dr okctraffic, OK,"Midwest City, OK",-97.3576199,35.470364000000004,1,1,0.0
2020-10-29 20:42:43+00:00,micben20 facesofcovid sorry doesnaTMt cover my feelings of heartbreak and sadness no one should die of a deadly virus but we are letaTMs do everything we can to be compassionate and comply with mask wearing please, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,0.1901
2020-10-29 20:37:19+00:00,deadcityskies i went to the county election board this morning if you go that route donaTMt try to park in the parking lot just park somewhere across the street and walk there, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,0.0
2020-10-29 20:28:02+00:00,luckiekathy james just had a tree guy cut up the tree and clean up the yard will send you a pic of the card after awhile he was doing houses on 112th nw, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,0.1531
2020-10-29 20:05:45+00:00,injury accident in oklahomacity on lincoln boulevard sb at ne 42nd st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.7096
2020-10-29 20:05:44+00:00,injury accident in oklahoma on lincoln boulevard nb at ne 50th st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.7096
2020-10-29 20:05:43+00:00,accident in oklahoma on memorial rd welcome back west of macarthur boulevard okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,4,-0.0258
2020-10-29 20:00:44+00:00,accident in stockyardscity on westwood boulevard nb near sw 18th st okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
2020-10-29 19:05:43+00:00,injury accident in oklahomacity on nw 10th st eb at and indiana ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.7096
2020-10-29 19:03:49+00:00,yaTMall still out here getting in car wrecks the damn that is is gone, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,-0.4019
2020-10-29 18:44:00+00:00,21menshaus rickfromtheteam you hear me y i was dying, OK,"Edmond, OK",-97.455741,35.695222099999995,0,0,0.0
2020-10-29 18:25:58+00:00,donaTMt touch downed or low hanging power lines, OK,"Edmond, OK",-97.455741,35.695222099999995,0,3,-0.2732
2020-10-29 18:15:43+00:00,accident in tulsa on e 41st st s at s lewis ave traffic, OK,"Tulsa, OK",-95.9136419,36.1093915,1,1,-0.4767
2020-10-29 17:26:00+00:00,iaTMm dead y, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,0,-0.6486
2020-10-29 17:01:54+00:00,charrisinnishoe jramos411 rexchapman 1 what question2 this is not the movies they should not subject themselves to be mortally wounded3 it is very hard to hit something that small and could cause other people to be killed or woundedthere are vital blood veins in the leg4 stop the attacker is the roi, OK,"Yukon, OK",-97.742292,35.5006305,0,3,-0.8718
2020-10-29 16:42:39+00:00,okc friendsdo we know how fast the line is moving at ok county the election board i work this afternoon and will wait today i learned tuseday if it is moving too slow today, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,3,0.296
2020-10-29 16:39:43+00:00,take a look cars are bumper to bumper in the right lane as they come off of i44, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,1,0.0
2020-10-29 16:33:31+00:00,jennykine about 9am left at about 1050 line was wrapped around the building and looped back donaTMt try to park in the parking lot just park across the street and walk over, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,0.0
2020-10-29 16:15:42+00:00,accident cleared in tulsa on us75 sb near 21st traffic, OK,"Tulsa, OK",-95.9136419,36.1093915,1,1,-0.4019
2020-10-29 15:33:37+00:00,stormejones nope and itaTMs day 4 without power and my subdivision has 100 disabled combat vietnam vets in it, OK,"Edmond, OK",-97.455741,35.695222099999995,1,3,-0.34
2020-10-29 15:26:17+00:00,ogande we are now on day 4 with no power and nothing from oge we havenaTMt had an estimated time or acknowledgement of our outage this is a big area here and we have 100 disabled vets over 70 yrs old who need service at least give us an estimate, OK,"Edmond, OK",-97.455741,35.695222099999995,1,3,-0.296
2020-10-29 15:25:43+00:00,accident cleared in oklahomacity on nw 39th st at st claire ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4019
2020-10-29 15:23:41+00:00,berniesanders why do you portray this as an officer who wantonly killed an armed manyou are misrepresenting the facts sir and that is egregious for your position as a senator and adds to the publicaTMs mistrust of those in government, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,-0.6705
2020-10-29 15:13:30+00:00,we had that come to jesus moment this morning that the food in the fridge is bad me and my son took a trash can dumped the bad food out of the fridge and took the trash can to the curb for pick upalso as of this tweet we are at 65 hours of no power and counting, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,2,-0.8979
2020-10-29 15:12:31+00:00,this was line of cars waiting to get to the oklahoma county election board for early voting koconews, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,3,0.0
2020-10-29 15:09:28+00:00,did you know doctors and hospitals get a 20 bonus if they list death as covid19 that is thanks to nancy pelosi and the house passing the cares act the politicalization of this virus is mindboggling it is orchestrated to get rid of our president plain and simple wake up america, OK,"Chandler, OK",-96.880275,35.7067606,2,2,0.6705
2020-10-29 15:04:29+00:00,imjacobnotjames those are lace bark elms and it seems like those are primarily the ones that have been damaged beyond saving in this storm, OK,"Oklahoma City, OK",-97.552161,35.4828435,0,3,-0.1027
2020-10-29 14:35:44+00:00,accident in tulsa on us75 sb near 21st traffic, OK,"Tulsa, OK",-95.9136419,36.1093915,1,1,-0.4767
2020-10-29 14:27:37+00:00,let us cook fall foods program postponed due to ongoing power outages in central and western oklahoma this program is being postponed until next thursday november 5th from 67pm if youre interested in attending this cookalong program register at the link in sub comments, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,3,0.0258
2020-10-29 14:26:46+00:00,in the rainon the highway haulin asson a donut and a flat he tryna die today, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,0,-0.5994
2020-10-29 14:20:43+00:00,accident in oklahomacity on nw 39th st at st claire ave okctraffic, OK,"Oklahoma City, OK",-97.552161,35.4828435,1,1,-0.4767
